synset	lemma	annotation	goodness label
02187465-a	12	KEEP	None
01061017-v	mengusung	KEEP	O
09122968-n	village	KEEP	None
01639105-v	membuat	KEEP	O
03829563-n	simpul	KEEP	O
07860629-n	mana	KEEP	O
00710155-n	akupuntur	KEEP	M
07560193-n	saji	KEEP	None
02542280-v	mengikuti	KEEP	Y
00127137-a	yang dahulu	KEEP	X
02397234-a	pekat	KEEP	O
01389776-v	masukkan	KEEP	X
80000473-n	rijsttafel	KEEP	None
04131208-n	salon	KEEP	None
03949442-n	pertambangan	KEEP	None
10763383-n	pelayan	KEEP	Y
01461328-v	menggabungkan	KEEP	O
02402409-v	menggulingkan	KEEP	O
07724943-n	kacang	KEEP	Y
02056265-a	religi	KEEP	None
00406867-a	semarak	KEEP	None
09319456-n	pulau	KEEP	O
01418667-v	diaduk-aduk	KEEP	None
90000036-n	Garden Spice	KEEP	None
02108654-v	mengantongi	DELETE	O
01409581-a	demen	DELETE	O
02189786-a	35	KEEP	None
00182406-v	menambah	KEEP	O
00684838-v	mempunyai	KEEP	O
01760552-v	menghidupkan kembali	KEEP	X
00518669-n	gala	KEEP	None
08588152-n	batin	DELETE	O
03671473-n	garis	DELETE	O
02210855-v	dapat	KEEP	Y
00734054-v	berpendapat bahawa	DELETE	X
00720497-v	nantikan	KEEP	None
90000336-n	lor mee	KEEP	None
00517728-n	festival huayi	KEEP	None
00413861-a	klasik	KEEP	O
02017141-a	berornamen	KEEP	None
00668805-v	makan	DELETE	O
01582946-a	keseluruhan	KEEP	O
01645601-v	menimbulkan sesuatu	DELETE	X
01982395-v	mencepol	DELETE	O
01921964-v	panjat	KEEP	O
00369941-a	emas	KEEP	L
13954253-n	eksistensi	KEEP	O
01195299-v	mencoba	KEEP	O
00770480-a	langsung	KEEP	O
00276225-r	di atas	KEEP	L
76100094-x	siung	KEEP	None
05849789-n	ciri	KEEP	O
05915584-n	yin	KEEP	None
01208797-n	berkat	KEEP	None
00744916-a	rumit	KEEP	Y
00394813-v	mencampurkan	DELETE	Y
02093390-v	berkibar-kibar	KEEP	Y
02087745-v	mengayunkan	KEEP	O
01494310-v	memasang	KEEP	O
02479323-v	pembekalan	DELETE	Y
01973125-v	menurunkan	KEEP	O
14418662-n	perpaduan	KEEP	O
02189491-a	32	KEEP	None
08569319-n	fairway	KEEP	None
00004475-n	manusia	DELETE	O
07859796-n	sirup gula	KEEP	X
09993040-n	menantu	KEEP	Y
80000983-n	bhaskar’s academy of arts	KEEP	None
90000059-n	lam ann	KEEP	None
04812871-n	gaya	KEEP	Y
02106006-v	rasa	KEEP	O
00065639-v	mendapati	DELETE	O
05408388-n	adrelin	KEEP	None
06497331-n	menu	KEEP	O
09416076-n	batu	KEEP	Y
07377473-n	hiruk-pikuk	KEEP	None
07996689-n	serangkaian	KEEP	X
07582609-n	celup	KEEP	L
02097480-a	menggoda	KEEP	O
01081152-v	mengadu	KEEP	None
80001073-n	nien	KEEP	None
13575433-n	fermentasi	KEEP	O
00238022-n	pembukaan	KEEP	O
08630039-n	kawasan	KEEP	O
08489765-n	suatu tempat	KEEP	X
02664769-v	kelihatan	DELETE	O
02394183-v	jadilah	KEEP	None
02684924-v	meneruskan pekerjaan	DELETE	X
09450163-n	surya	KEEP	O
77000104-n	kapan	KEEP	None
02599636-v	mengajak	DELETE	O
02269635-n	masing-masing	KEEP	None
10123711-n	lelaki	DELETE	O
14526182-n	perasaan	KEEP	O
01167981-v	makan	DELETE	Y
07648814-n	sayap ayam	KEEP	X
00953559-n	pertempuran	KEEP	Y
02204692-v	memiliki	KEEP	O
03878066-n	summer palace	KEEP	None
02732072-n	akuarium	KEEP	Y
02546467-v	diakui	KEEP	L
00618377-a	panggang	KEEP	O
02281093-v	simpan	KEEP	Y
00147272-r	jadi	KEEP	O
00019339-r	senantiasa	KEEP	L
01173933-v	mengganyang	KEEP	None
02382934-a	teratur	KEEP	Y
07809096-n	bahan	KEEP	O
11525955-n	angin	KEEP	Y
00556855-v	membuat	KEEP	O
02678839-v	memukau	KEEP	Y
00022131-r	sebagai	DELETE	O
00009966-r	diadakan	KEEP	X
00796886-n	usaha	KEEP	O
05011790-n	suhu	KEEP	Y
02215087-a	satu-satunya	KEEP	O
13863771-n	bentuk	DELETE	O
00395698-v	menyatu	KEEP	O
00979862-a	cepat	KEEP	O
02301825-v	bertanggung jawab	KEEP	None
13270373-n	sesaji	KEEP	None
02208537-v	berhasil	DELETE	O
12896000-n	brinjal	KEEP	None
00183053-a	dijajakan	KEEP	None
01180351-v	menyediakan makanan	KEEP	X
08361329-n	republik	KEEP	Y
02636582-a	air	KEEP	O
01847515-a	beragam	KEEP	None
=07856270-n	selai	KEEP	None
08509442-n	daerah	KEEP	O
00025728-r	mana	KEEP	None
01228645-n	perhatian	KEEP	O
00594337-v	kenal	KEEP	Y
02006834-v	memukul	DELETE	O
02207105-a	ke 41	KEEP	None
90000195-n	festival tengah musim gugur	KEEP	None
15270431-n	waktu	KEEP	O
01533974-a	terlalu	KEEP	O
00898804-n	model	KEEP	O
01825962-v	ingin	KEEP	O
05196375-n	kendali	KEEP	None
13661273-n	dolar	KEEP	O
01205696-v	temukan	KEEP	X
00402419-a	warna-warni	KEEP	Y
08774227-n	munich	KEEP	None
08593924-n	barisan	DELETE	O
08672738-n	desa kecil	KEEP	X
06389553-n	jarak antara	DELETE	X
00159040-r	seperti	KEEP	None
03990474-n	kuali	KEEP	Y
04335209-n	jalan	KEEP	Y
15163797-n	minggu	KEEP	O
00813790-v	ke	DELETE	O
00029367-r	plus	KEEP	None
00495377-r	manapun	KEEP	X
00452512-v	isi	KEEP	Y
02686471-v	mengiring	DELETE	O
09762509-n	superstar	KEEP	O
90000229-n	food in translation	KEEP	None
90000206-n	orchard central	KEEP	None
02614181-v	adalah	DELETE	O
02267308-a	sebagian	KEEP	O
09273130-n	bara api	KEEP	Y
07527352-n	gembira	KEEP	O
10009276-n	penyidik	KEEP	None
00117620-r	maka	DELETE	O
02576489-a	kayu	KEEP	O
07579575-n	hidangan utama	KEEP	X
02267308-a	beberapa	KEEP	O
01445932-v	gigit	KEEP	O
00059547-r	seringkali	KEEP	None
02664769-v	nampak	DELETE	O
00306314-a	bisa	KEEP	None
02787831-a	rekreasi	KEEP	O
08490039-n	terletak	KEEP	O
05898568-n	rencana	KEEP	X
15133621-n	selama	KEEP	Y
00195024-r	reguler	KEEP	O
09215315-n	dasar	KEEP	O
02236124-v	mendapat	DELETE	O
01156834-v	menghabiskan	DELETE	O
01843689-v	kunjungi	KEEP	None
08654360-n	negara bagian	KEEP	O
05946687-n	agama	KEEP	Y
08620061-n	tempat	KEEP	O
13761966-n	taburan	KEEP	None
80000063-n	kebaya	KEEP	None
04952944-n	gemerlap	KEEP	O
03128519-n	krim	KEEP	Y
02006834-v	dapat	DELETE	O
09483738-n	imajiner	KEEP	None
00931852-v	maksudkan	DELETE	None
05163807-n	pengorbanan	KEEP	O
08622950-n	kedudukan	DELETE	O
02685390-v	terbentang	KEEP	O
07959943-n	kluster	KEEP	None
00412171-a	maju	KEEP	O
03721590-n	marina	KEEP	O
03968293-n	colokan	KEEP	X
00901103-v	kenali	KEEP	X
01415021-a	terbatas	KEEP	Y
00120796-v	ada	DELETE	O
11465888-n	kabut	KEEP	O
90000129-n	festival pongal	KEEP	None
05919263-n	hati	KEEP	Y
07594250-n	tepung	KEEP	O
08514034-n	centre	KEEP	None
00305821-r	lewat	DELETE	O
00249852-v	membuat masak	DELETE	X
00062330-r	sengaja	KEEP	O
02281093-v	isi	KEEP	None
10004282-n	dokter gigi	KEEP	O
06161718-n	hukum	KEEP	O
01563724-v	sekat	KEEP	L
02077656-v	memasukkan	DELETE	O
02378623-v	bertindak balas	DELETE	None
09629752-n	pelancong	KEEP	Y
01588876-v	bermerek	KEEP	None
02075857-v	meluwengkan	DELETE	O
00594337-v	mengenal	KEEP	O
05704694-n	fokus	KEEP	O
01881180-v	berkeliling	KEEP	None
00393105-a	putih	KEEP	Y
01238201-a	terbaring	KEEP	O
05717115-n	pahit	KEEP	O
01562167-a	berjalan kaki	KEEP	Y
01180351-v	disajikan	KEEP	None
01167981-v	bersantap malam	DELETE	X
02203868-a	ke-14	KEEP	None
00979862-a	pesat	KEEP	O
00758333-v	mengarik	DELETE	O
01067003-a	terus	KEEP	O
08723006-n	fujian	KEEP	None
07701244-n	olahan	KEEP	None
03748886-n	produk	KEEP	Y
00024509-r	segala	KEEP	O
00098714-r	melainkan	KEEP	None
03221720-n	pintu	KEEP	Y
06691083-n	passport	KEEP	None
04683814-n	kecantikan	KEEP	O
02633356-v	terdiri	KEEP	Y
02059462-v	berlomba	KEEP	O
01339730-a	didesain	KEEP	None
00611481-v	diperingati	KEEP	None
00031304-r	masih	KEEP	O
80000119-n	srikaya	KEEP	None
00595630-v	tahu	KEEP	Y
02526085-v	memenuhi	DELETE	Y
10236304-n	kerabat	KEEP	O
09225146-n	air	KEEP	O
01344171-a	mengagumkan	KEEP	O
90000130-n	fort canning park	KEEP	None
01963795-v	snorkeling	KEEP	None
00008007-r	semua	KEEP	L
02329413-v	tiket	KEEP	L
00213794-v	dapat	DELETE	Y
07709333-n	sayuran	KEEP	None
05661996-n	sistem	KEEP	O
01346804-v	buka	KEEP	O
00874092-a	aktif	KEEP	O
00795720-n	tugas	KEEP	Y
02621853-v	dibatasi	KEEP	None
04533946-n	dvd	KEEP	X
01380122-v	merentangkan	DELETE	O
90000196-n	food republic	KEEP	None
08489765-n	tempat lain	KEEP	X
04118021-n	karpet	KEEP	Y
00756076-v	meluwengkan	DELETE	O
05129565-n	jauh	DELETE	O
10780632-n	istri	KEEP	O
07702057-n	won ton	KEEP	None
13920429-n	kondisi	KEEP	O
13743269-n	2	KEEP	None
00340192-n	lalu	KEEP	O
06769670-n	kesalahan cetak	KEEP	X
07887634-n	lager	KEEP	X
00037641-r	demikian	KEEP	O
02346724-v	menyerap	KEEP	O
13290676-n	kerusakan	KEEP	None
10285313-n	malin kundang	KEEP	None
07725255-n	lentil	KEEP	None
00575741-n	buatan	KEEP	None
13331198-n	jumlah	KEEP	O
01083157-a	penuh dengan	KEEP	X
04081044-n	sandaran	KEEP	O
00074407-r	di belakang	KEEP	None
07575726-n	makan malam	KEEP	O
08366753-n	perekonomian	KEEP	X
07788885-n	udang karang	KEEP	O
02627934-v	mengambil	DELETE	O
90000323-n	cakue	KEEP	None
01017161-a	bugar	KEEP	None
00007015-r	hampir	KEEP	O
00120223-r	sambil	KEEP	O
08642517-n	sekeliling	KEEP	O
12356960-n	laos	KEEP	O
02493030-v	dikunjungi	KEEP	X
90000148-n	mustafa	KEEP	None
02493030-v	kunjungi	KEEP	None
01886488-v	menyelinap	KEEP	O
10021892-n	Dr	DELETE	Y
10461747-n	pengaruh	KEEP	O
02070342-a	lain	KEEP	O
00133669-a	lezat	KEEP	O
09387222-n	jalur	KEEP	O
01091905-n	perdagangan	KEEP	O
08588294-n	di dalam	KEEP	X
02737876-v	menganggotai	DELETE	None
00173338-v	mengganjur	DELETE	O
13862644-n	kembang	KEEP	O
02416519-n	kambing	KEEP	Y
07028373-n	melodi	KEEP	Y
14974264-n	kertas	KEEP	Y
07885223-n	minuman	KEEP	O
00181342-r	habis	KEEP	None
04599396-n	karya	KEEP	Y
13747865-n	18	KEEP	None
00616532-a	panggang	KEEP	None
01552885-a	beberapa	KEEP	O
00758333-v	membawa	DELETE	O
09683757-n	buddhis	KEEP	None
01515415-v	luncurkan	KEEP	X
01905653-a	murni	KEEP	O
08646566-n	panggung	KEEP	L
00659048-n	pijat	KEEP	None
00487525-a	piawai	DELETE	O
07580782-n	daging panggang	KEEP	X
80000201-n	Lebaran Haji	KEEP	None
00428270-n	dance	KEEP	None
07387509-n	suara	KEEP	None
00875141-v	sarankan	KEEP	None
01199083-a	macam	KEEP	None
02128286-v	menyaksikan	KEEP	O
02568672-v	membuat	DELETE	O
01427127-v	membawa	DELETE	O
00744916-a	sulit	KEEP	Y
07866723-n	lumpia	KEEP	O
06495328-n	terjadwal	KEEP	None
01410606-a	semacam	KEEP	Y
05813822-n	cinderamata	KEEP	None
03671473-n	barisan	DELETE	O
80001640-n	egrang	KEEP	None
00893441-a	seimbang	KEEP	Y
02734217-n	pintu gerbang	KEEP	Y
02877704-a	muka	KEEP	O
01646682-v	menginspirasi	KEEP	None
10013242-n	di kalangan	KEEP	None
00605023-n	tahta	KEEP	O
90000135-n	hainanese chicken rice	KEEP	None
00673456-a	buatan tangan	KEEP	X
02635659-v	diakibatkan	KEEP	None
00171586-v	memperkaya	KEEP	O
05792192-n	daya	KEEP	O
03080492-a	latin	KEEP	None
01392249-a	mungil	KEEP	O
08424951-n	pasar	KEEP	Y
90000164-n	Suntec City Mal	KEEP	None
00468480-n	sepak bola	KEEP	O
00050195-n	tampil	KEEP	None
12582231-n	atap	KEEP	None
02984781-a	korporat	KEEP	Y
06613686-n	film	KEEP	O
01418667-v	merampai	DELETE	O
02032227-v	tergeletak	KEEP	None
04096066-n	roads	KEEP	None
02357479-a	kaget	KEEP	Y
01462005-v	menyatukan	DELETE	O
90000072-n	newton hawker centre	KEEP	None
02008396-v	berangkat	KEEP	O
02005948-v	sampai	KEEP	O
04924103-n	umur	KEEP	Y
01482330-n	shark's	KEEP	None
02596113-v	menemui	KEEP	Y
02647497-v	mengalir	DELETE	O
01803003-v	menyiksa	KEEP	O
05790242-n	pilihan	KEEP	O
07165086-n	penawaran	KEEP	O
01468097-a	untung	KEEP	Y
00631737-v	terbayangkan	KEEP	None
01432601-v	tanggung	KEEP	Y
00120796-v	mengambil	DELETE	O
90000082-n	Pulau Keppel	KEEP	None
01168569-n	persaingan	KEEP	Y
01320872-n	wanita	DELETE	O
07375405-n	campuran	KEEP	O
02446164-v	mengkhususkan	KEEP	L
00021878-r	kadang	KEEP	L
08642145-n	blok	KEEP	Y
05289297-n	otot	KEEP	Y
03291741-n	sarung	KEEP	O
00031899-r	sekali	KEEP	None
02077656-v	membawakan	DELETE	Y
00002098-a	tidak akan	KEEP	X
01543123-v	duduk	KEEP	Y
01635146-a	mapan	KEEP	Y
04893787-n	hemat	KEEP	O
00017222-n	tanaman	KEEP	Y
01131935-a	jahat	KEEP	O
02847894-a	finansial	KEEP	None
00352826-v	dibubarkan	KEEP	None
80001275-n	neraka	KEEP	None
01212867-a	bawah	KEEP	O
76100077-x	bentuk	KEEP	None
02238085-v	memperolehi	DELETE	X
00498068-r	berkelok-kelok	KEEP	O
02627666-v	hakka	KEEP	None
09525579-n	dharma	KEEP	None
00955148-v	maksudkan	KEEP	X
12434775-n	bawang putih	KEEP	O
90000156-n	Sang Nila Utama	KEEP	None
00131426-a	belakang	KEEP	O
07874780-n	bubur	KEEP	O
02235842-v	memberi	KEEP	O
80000857-n	kartu	KEEP	None
07652585-n	otak	KEEP	O
00950592-a	di dalam	DELETE	X
13750415-n	ratus,ratus	DELETE	X
00034403-r	sejenak	KEEP	O
08641113-n	kawasan	KEEP	O
00878086-a	pendahuluan	KEEP	O
00600370-v	menghabiskan	KEEP	O
00183879-v	termasuk	KEEP	O
04335209-n	jalanan	KEEP	None
10102506-n	peramal	KEEP	None
08559508-n	rumah	KEEP	O
00755745-v	mengkehendaki	DELETE	X
09702836-n	Bangsa Saxon	KEEP	None
00166146-a	memikat	KEEP	O
02923745-a	hindu	KEEP	None
02604760-v	manusia	DELETE	O
02205272-v	jadi	DELETE	O
00035603-v	dimandikan	KEEP	None
90000112-n	the heritage shop	KEEP	None
02556846-n	perch	KEEP	None
00048739-r	seketika	KEEP	None
80000471-n	chee cheong fun	KEEP	None
07671459-n	iga babi	KEEP	X
00751838-a	anggun	KEEP	O
02789579-a	agung	KEEP	O
15239292-n	musim	KEEP	O
00059171-r	banyak	KEEP	O
06891493-n	pementasan	KEEP	O
14792703-n	gula	KEEP	O
03141609-a	kaum	KEEP	O
02457233-v	penghormatan	KEEP	O
04802907-n	keakuratan	KEEP	None
02128653-v	saksikan	KEEP	X
08593262-n	rangka	KEEP	O
01640850-a	baru	KEEP	Y
00036935-r	pastilah	KEEP	None
02479323-v	bekalkan	DELETE	X
03925226-n	berfoto	KEEP	None
02635956-v	menuju	DELETE	O
00087736-v	membawa	DELETE	O
00133417-a	lezat	KEEP	None
01852812-a	secara langsung	KEEP	X
90000063-n	makanan india	KEEP	None
09908678-n	penjual keliling	KEEP	X
03964744-n	mainan	KEEP	Y
08567235-n	lingkungan	KEEP	O
09134386-n	pa	KEEP	None
01204294-n	barisan	DELETE	O
14038993-n	hasrat	KEEP	O
01045216-a	formal	KEEP	Y
00066781-r	di hadapan	KEEP	L
01856419-a	fundamental	KEEP	None
15244650-n	saat	KEEP	Y
01931768-v	berpemandu	KEEP	None
00224280-r	mati-matian	KEEP	None
01446901-v	melambaikan	KEEP	L
01580467-v	membungkus	KEEP	O
01749320-a	tepat	KEEP	None
09000462-n	capetown	KEEP	None
05725676-n	dingin	KEEP	O
02269286-a	semua	KEEP	Y
00606370-n	seni	KEEP	O
01675190-a	menakjubkan	KEEP	Y
07109730-n	omongan	KEEP	None
00120796-v	dapat	DELETE	O
08497294-n	kawasan	KEEP	O
00003939-a	sekarat	KEEP	None
01729566-a	sedia	KEEP	None
02280132-v	dikonservasi	KEEP	None
00631798-a	sebenar	KEEP	X
01212469-a	rendah	KEEP	O
01185604-v	makan	KEEP	O
07663899-n	perkedel	DELETE	None
00107416-r	belakangan	KEEP	O
03149347-a	diadakan	KEEP	X
02187161-a	sembilan	KEEP	O
00877559-v	berunding dengan	KEEP	X
02423183-v	memberi	KEEP	O
02137132-v	menampilkan	KEEP	O
00120796-v	beroleh	DELETE	O
01652782-a	tertutup	KEEP	Y
10307234-n	warga	KEEP	Y
00327145-v	steamed	KEEP	None
90000325-n	belachan	KEEP	None
01982395-v	menggenjot	DELETE	O
00031264-n	kelompok	KEEP	Y
00060939-r	sebelum	KEEP	O
01564144-v	makan	DELETE	O
02635956-v	menyeret	DELETE	O
04929976-n	pengolahan	KEEP	O
01055073-a	berbau	KEEP	O
01204294-n	garisan	DELETE	None
00875394-v	dianjurkan	KEEP	X
01272397-a	pengenal	KEEP	None
00661640-a	cacah	KEEP	None
02204237-a	17	KEEP	None
00523513-n	sport	KEEP	Y
01013367-v	mementingkan	KEEP	Y
03431745-n	kereta	KEEP	None
02199177-a	juta	KEEP	O
00087736-v	menghidap	DELETE	None
00216216-v	siram	KEEP	None
03670849-n	bentuk	DELETE	O
10093658-n	nelayan	KEEP	Y
03441112-n	sarung tangan	KEEP	Y
02257370-v	tukarkan	KEEP	None
80001161-n	antara	KEEP	None
02714974-v	penuh dengan	KEEP	X
00103194-r	mula	KEEP	None
07447261-n	acara	KEEP	None
00065639-v	mengadakan	DELETE	O
90000093-n	singapore airlines	KEEP	None
00528990-v	tersembul	KEEP	O
09535255-n	KAMI	DELETE	O
00684273-v	percayai	KEEP	X
15156001-n	sekarang	KEEP	O
02629535-v	terdiri dari	KEEP	X
00024073-r	jangan	KEEP	None
00249736-r	di sampingnya	DELETE	X
00890590-v	menjamin	KEEP	Y
02165318-a	enteng	KEEP	L
01918984-a	tenang	KEEP	O
02735688-n	area	KEEP	O
02587532-v	sanggup	DELETE	O
08593924-n	leluhur	DELETE	O
00188057-r	sebaik	KEEP	None
00164444-v	menyegarkan	KEEP	O
02702508-v	manusia	DELETE	O
04815177-n	berkelas	KEEP	Y
09060768-n	california	KEEP	None
90000044-n	il lido	KEEP	None
10061656-n	gourmet	KEEP	X
02116118-v	memanjakan	KEEP	Y
01067193-a	jarang	KEEP	O
15151379-n	tahun 1990an	KEEP	X
02647497-v	biasa	DELETE	O
02110220-v	alami	KEEP	None
08663354-n	atas	KEEP	Y
14407899-n	pesona	KEEP	O
00018813-v	membangunkan	KEEP	O
00931852-v	arti	KEEP	None
01688757-a	dangkal	DELETE	O
00107416-r	baru	KEEP	O
01627355-v	melahirkan	KEEP	O
02959553-a	finlandia	KEEP	None
15155747-n	malam	KEEP	O
01028748-v	sebut	KEEP	X
06343520-n	judul	KEEP	O
03219135-n	patung	KEEP	Y
07644382-n	ayam	KEEP	O
01083157-a	penuh	KEEP	Y
00323426-a	kondusif	KEEP	None
13135832-n	biji	KEEP	Y
02798370-a	sosial	KEEP	O
01813884-v	bergembira	KEEP	O
01501113-a	musik	KEEP	None
90000185-n	parade hari nasional	KEEP	None
02150948-v	terlihat	KEEP	None
00350104-v	kembali	KEEP	None
00322847-v	masak	KEEP	L
02099075-v	menari-nari	KEEP	None
00309115-n	pelayaran	KEEP	O
02257767-v	ganti	KEEP	Y
00124918-a	daratan	KEEP	O
01767329-a	pribadi	KEEP	O
00451510-a	akrab	KEEP	Y
02358034-v	terbuka	KEEP	L
02515341-a	tampak	KEEP	Y
02757316-a	bulan	KEEP	O
07355491-n	maut	KEEP	O
02531088-v	bersusah payah	KEEP	None
09308398-n	es	KEEP	O
02717472-v	menjuntai	KEEP	O
00173338-v	berpindah	DELETE	O
02129289-v	melihat	KEEP	Y
02655135-v	terdapat	KEEP	None
09122086-n	broadway	KEEP	None
05849040-n	dimensi	KEEP	X
08593924-n	garis lurus	DELETE	X
01013367-v	menonjolkan	KEEP	O
00149583-v	menjadi	KEEP	O
07858197-n	foie gras	KEEP	X
02427103-v	pendirinya	KEEP	None
02488488-v	mengunjungi	KEEP	O
90000094-n	singapore experience awards	KEEP	None
00345000-v	menjadi	KEEP	O
00524682-v	mengambil	KEEP	O
00007846-n	unik	DELETE	Y
02267989-v	makan	DELETE	O
03471974-n	orang lelaki	DELETE	X
00758333-v	memasukkan	DELETE	O
00939277-v	beberkan	KEEP	None
01410363-a	tidak sama	KEEP	X
02621395-v	ialah	DELETE	O
00167829-a	menawan	KEEP	O
07967982-n	ras	KEEP	X
01719302-v	mewakili	KEEP	O
07846471-n	susu kental	KEEP	None
01498769-a	terkira	KEEP	None
02685951-v	menghabiskan	DELETE	O
02737876-v	menjadi ahli	DELETE	X
07882497-n	ramuan	KEEP	O
00179112-r	hanya	KEEP	O
01192312-v	celup	KEEP	O
00485711-a	sama	DELETE	O
07668702-n	pork	KEEP	None
01003050-a	habis	KEEP	Y
09218641-n	gunung	KEEP	O
01645601-v	berbuat	DELETE	O
06930804-n	hakka	KEEP	None
03965456-n	pusat	KEEP	O
10153865-n	gym	KEEP	None
02647497-v	berterusan	DELETE	None
05839024-n	kelas	KEEP	O
00838296-a	mudah	KEEP	O
06762711-n	catatan	KEEP	O
02686568-n	pesawat	KEEP	Y
02118933-v	perhatikanlah	KEEP	None
01824736-v	ganal	DELETE	O
01172701-v	menyayukan	DELETE	O
10444194-n	penyair	KEEP	Y
00071840-r	sekeliling	KEEP	O
15113229-n	zaman	KEEP	O
01363482-v	mengecat	KEEP	O
03320046-n	kipas	KEEP	O
07578093-n	perjamuan	KEEP	O
03206908-n	piring	KEEP	Y
04812268-n	keindahan	KEEP	O
07713895-n	cabbage	KEEP	None
02020590-v	terlanda	DELETE	O
04756635-n	kemungkinan	KEEP	O
02614181-v	berkediaman	DELETE	X
11048205-n	hesse	KEEP	None
08929922-n	perancis	KEEP	X
13963192-n	‘kehidupan	KEEP	None
10388440-n	tuan	KEEP	Y
02716165-v	disertai	KEEP	X
07370410-n	pendakian	KEEP	O
02156225-v	dapat melihat	KEEP	X
03092527-a	style:nordic	KEEP	None
09494388-n	liong	KEEP	None
08249960-n	kelompok	KEEP	O
00242976-v	menyatukan	KEEP	O
00607780-v	mengenang	KEEP	Y
00734054-v	memandang	DELETE	O
01321895-v	ukir	KEEP	O
09120594-n	manhattan	KEEP	None
14875077-n	bahan bakar	KEEP	Y
02286687-v	menemukan	KEEP	O
00887719-a	ingin	KEEP	O
01041968-n	berdoa	KEEP	X
07295629-n	imbalan	KEEP	O
00029367-r	dan	KEEP	None
01170052-v	minum	KEEP	Y
80000101-n	teh tarik	KEEP	None
00435294-v	terbakar	KEEP	O
00381097-a	merah gincu	DELETE	X
80001230-x	ya	KEEP	None
00598954-v	diketahui	KEEP	None
06980315-n	tamil	KEEP	None
00056729-r	sama sekali	KEEP	None
15245515-n	waktu	KEEP	O
05844105-n	bentuk	KEEP	O
08375369-n	masyarakat	KEEP	O
07772935-n	kelapa	KEEP	O
06688274-n	pengakuan	KEEP	Y
02928347-a	india	KEEP	None
09615807-n	insinyur	KEEP	O
01821266-a	mungkin	KEEP	O
03574004-n	inspirasi	KEEP	O
07570720-n	makanan	KEEP	O
02288295-v	memenangkan	KEEP	O
07886572-n	buat	KEEP	O
02367363-v	beraksi	KEEP	O
03722288-n	pasar	KEEP	O
00294245-v	menjadi makmur	DELETE	X
07640203-n	panekuk	KEEP	O
02604760-v	insan	DELETE	O
01123148-a	baik	KEEP	O
01779428-a	diri	KEEP	O
01207546-a	di bawah	KEEP	O
00746718-v	pesanlah	KEEP	None
02568672-v	berlatih	DELETE	O
08511970-n	bawah	KEEP	O
77000018-n	kita	DELETE	None
01664172-v	bersedia	DELETE	Y
04869106-n	penghargaan	KEEP	Y
02444662-v	izinkan	KEEP	None
01106808-n	transaksi	KEEP	Y
01156834-v	mengadakan	DELETE	O
02283324-v	kuasai	KEEP	None
01161561-v	memanfaatkan	KEEP	O
06892775-n	konser	KEEP	O
00596211-a	tanpa	KEEP	None
06338908-n	sebutan	KEEP	O
07520612-n	teror	KEEP	None
02133435-v	seolah-olah	KEEP	Y
90000215-n	STB	KEEP	None
01645601-v	menyebabkan timbulnya sst	DELETE	X
08621598-n	tempat	KEEP	O
00520214-a	sempurna	KEEP	Y
02960130-a	skandinavia	KEEP	None
09065557-n	san francisco	KEEP	None
01791625-n	ayam	KEEP	Y
00683280-v	percayai	KEEP	L
02913152-n	gedung	KEEP	O
14420464-n	paduan	KEEP	O
06286395-n	kata	KEEP	Y
00428270-n	tarian	KEEP	Y
00477636-r	sedikit	KEEP	None
02717472-v	membayang-bayangkan	DELETE	O
00489108-a	wajar	DELETE	Y
04910135-n	cara	KEEP	O
04143712-n	orang-orang	DELETE	None
02148788-v	menunjukkan	KEEP	O
02054989-v	menggelar	KEEP	O
00756076-v	berhasil	DELETE	O
00225805-r	besar	KEEP	O
01723224-v	mempraktikkan	KEEP	O
05660268-n	cara	KEEP	Y
01375174-a	digelar	KEEP	X
00610167-v	lupa	KEEP	O
02684924-v	melanjutkan	KEEP	O
08884961-n	surrey	DELETE	X
04197391-n	kaus	KEEP	None
00770437-v	mendapat	DELETE	O
00179683-n	suara	KEEP	O
03673450-n	lingerie	KEEP	None
01167981-v	makan malam	KEEP	O
10759151-n	relawan	KEEP	O
00357556-a	diterapkan	KEEP	None
00813790-v	mengiring	DELETE	O
14924602-n	jed	DELETE	None
00411048-n	mengamalkan	KEEP	O
07572353-n	perbekalan	KEEP	O
00952867-a	interior	KEEP	None
00123170-v	berbeda-beda	KEEP	O
00233687-r	tangeh	DELETE	O
01524523-v	memenuhi	KEEP	Y
07797641-n	scallops	KEEP	None
13744521-n	s$5	KEEP	None
05675130-n	kesedaran	DELETE	None
02843717-a	jantung	KEEP	O
10727944-n	trekker	KEEP	None
04211970-n	shuttle	KEEP	None
09488117-n	monster	KEEP	O
00756338-v	nyatakan	KEEP	None
07062697-n	jazz	KEEP	X
05870055-n	satu	KEEP	L
07285403-n	pengalaman	KEEP	O
01711445-v	mementaskan	KEEP	O
90000058-n	Kuil Sri Thendayuthapani Temple	KEEP	None
06338908-n	nama	KEEP	O
01971280-n	cumi	KEEP	X
02460964-a	sebenar	KEEP	X
01531742-v	cetak	KEEP	L
02526085-v	menjadikan nyata	DELETE	X
02929289-n	penopang	KEEP	O
00122128-a	sebelum	KEEP	O
08674970-n	medan	DELETE	O
03116530-n	konter	KEEP	None
00525453-a	komprehensif	KEEP	Y
02717102-v	membungkus	DELETE	O
00029985-r	lanjut	KEEP	Y
