synset	lemma	annotation
90000170-n	universal studios	KEEP
02009433-v	meninggalkan	KEEP
08494133-n	suasana	KEEP
08060446-n	pembuat	KEEP
01905653-a	bening	KEEP
00232600-r	sayup-sayup	KEEP
15201505-n	tahun	KEEP
01020356-v	menuliskan	KEEP
06624161-n	surat	KEEP
14524849-n	suasana	KEEP
06373314-n	jalan cerita	KEEP
02686471-v	menyeret	DELETE
80002045-n	katong laksa	KEEP
08166318-n	pengadilan	KEEP
01737923-v	cipta	KEEP
13810141-n	bagian	KEEP
05682950-n	minat	KEEP
15138903-n	bulan madu	KEEP
04980463-n	wangi	KEEP
02328559-a	keras hati	KEEP
00194924-a	mengerikan	KEEP
01151110-v	meluwengkan	DELETE
02188913-a	26	KEEP
10677271-n	pemasoknya	KEEP
01462005-v	lakur	DELETE
10290541-n	maniak	KEEP
04981941-n	suara	KEEP
00342812-v	terdapat	KEEP
02586619-v	berkuasa	KEEP
14526182-n	suasana	KEEP
01733477-v	diadakannya	KEEP
15256714-n	ronde	KEEP
80000689-n	centrepoint	KEEP
06799897-n	rangka	DELETE
13961399-n	kehidupan	KEEP
09263811-n	dalam	DELETE
11252222-n	raffles	KEEP
01052248-a	wangi	KEEP
90000176-n	dewa krishna	KEEP
00342812-v	tersedia	KEEP
90000017-n	Chinatown Food Street	KEEP
05416198-n	air liur	KEEP
05936561-n	paduan	KEEP
76100092-x	laras	KEEP
01676517-a	menakjubkan	KEEP
05840188-n	sejenis	KEEP
01844431-v	persinggahan	KEEP
10078806-n	petani	KEEP
08399818-n	pilihan	KEEP
07060976-n	jazz	KEEP
00442669-r	eceran	KEEP
02207206-v	berbelanja	KEEP
01456710-a	tepu	DELETE
01904930-v	berjalan	KEEP
02020590-v	tiba	DELETE
01969150-a	tahunan	KEEP
13910384-n	ruangan	KEEP
00520257-n	pertunjukan	KEEP
15278281-n	frekuensi	KEEP
00394813-v	membancuh	DELETE
09405949-n	sungai merah	DELETE
90000198-n	sri warisan	KEEP
09772029-n	remaja	KEEP
02876657-n	botol	KEEP
03432972-n	permata	KEEP
02346136-v	impor	KEEP
03014705-n	kotak	KEEP
02669885-n	akademi	KEEP
07782365-n	gurita	KEEP
01378556-v	merebak	KEEP
00514884-a	keseluruhan	KEEP
01413247-a	mungkin	KEEP
09908025-n	muda	DELETE
01969707-a	setiap bulan	KEEP
01009240-v	katakan	KEEP
10009276-n	penyidik	KEEP
08650157-n	sebelah	KEEP
00054950-r	amat	KEEP
05145118-n	harga	KEEP
08723006-n	china	KEEP
12352287-n	pisang	KEEP
13841651-n	berhubungan dengan	KEEP
01011973-a	awal	KEEP
01998432-v	ikuti	KEEP
90000037-n	Geylang Lor	KEEP
00670261-v	menilai	KEEP
00938659-a	sah	KEEP
01188725-v	kehendak	DELETE
07323231-n	penjelmaan	KEEP
06845599-n	merek	KEEP
01332730-v	menutup	KEEP
00724492-v	hirau	KEEP
01233156-n	kunjungilah	KEEP
10129825-n	perawan	DELETE
00783840-a	umum	KEEP
01179865-v	mengganyang	DELETE
07598256-n	permen	KEEP
01999218-v	memandu	DELETE
02824448-n	lonceng	KEEP
00900583-v	menyambut	KEEP
00488187-a	tersendiri	KEEP
01182709-v	menyuguhkan	KEEP
06532095-n	tindakan	KEEP
15211806-n	juni	KEEP
06642138-n	berita	KEEP
02754096-a	hukum	KEEP
02302220-v	menyandang	KEEP
00406243-v	menyiagakan	KEEP
07944050-n	muda-mudi	KEEP
07967982-n	kaum	KEEP
02718015-v	mengimbangi	KEEP
01771535-v	serasa	KEEP
14956325-n	lumpur	KEEP
09452653-n	jalur	KEEP
00144405-r	sejenak	KEEP
10284064-n	pembuat	KEEP
02022167-a	mewah	KEEP
00482122-n	netball	KEEP
00596644-v	mengenal	KEEP
00599992-v	memasukkan	DELETE
01755816-v	melaksanakan	KEEP
01676517-a	sangat	KEEP
03120198-n	halaman	KEEP
12104384-n	serai	KEEP
00120796-v	mengalami	DELETE
00986766-a	empuk	KEEP
00887463-v	berdedikasi	KEEP
00110701-a	digital	KEEP
02737876-v	dipunyai	DELETE
04299215-n	gerai	KEEP
01554063-a	beberapa	KEEP
02921592-n	air	DELETE
15237782-n	musim dingin	KEEP
00748972-v	memberi	KEEP
00770316-a	langsung	KEEP
07944050-n	pemuda	KEEP
80000902-a	vintage	KEEP
01173933-v	makan	DELETE
02627934-v	mempersilakan	DELETE
02287041-v	temukan	KEEP
00510644-a	seefisien	KEEP
11038657-n	heinz	KEEP
09956578-n	penakluk	KEEP
02006834-v	menubruk	DELETE
10754449-n	pelanggar	KEEP
02941790-a	afrika	KEEP
01730444-a	terakhir	KEEP
02128873-v	lihat	KEEP
04202417-n	ruko	KEEP
02205272-v	berhasil	DELETE
00972902-a	modern	KEEP
13153633-n	kehijauan	KEEP
02821071-a	kota	KEEP
02614181-v	hidup	KEEP
15119919-n	sekarang	KEEP
09428628-n	tepi pantai	KEEP
14437552-n	kehormatan	KEEP
04814238-n	kemegahan	KEEP
01580467-v	bungkus	KEEP
02359464-a	mengejutkan	KEEP
02006834-v	jatuh ke	DELETE
00522751-v	dapatkan	KEEP
06619428-n	siaran	KEEP
00586262-n	pengiriman	DELETE
10747119-n	vegetarian	KEEP
04060904-n	wadah	KEEP
04424418-n	barang	KEEP
08997801-n	singapore	KEEP
15213406-n	november	KEEP
80001382-x	astaga	KEEP
90000013-n	campbell lane	KEEP
00163233-n	tujuan	KEEP
01021629-v	atur	KEEP
00388065-n	parut	KEEP
01250835-a	tropis	KEEP
05844663-n	warna	KEEP
10129825-n	gadis	KEEP
90000085-n	river hong bao	KEEP
01224744-v	dioperasikan	KEEP
80001132-n	aku	KEEP
14879750-n	kristal	KEEP
02128385-n	macan tutul	KEEP
02584699-a	baru	KEEP
01289083-a	indah	KEEP
05856388-n	nilai	KEEP
01036996-n	pernikahan	KEEP
05611302-n	pikiran	KEEP
01060317-v	memberi	KEEP
90000118-n	tuas checkpoint	KEEP
00575365-n	duck soup	DELETE
00991838-a	lemak	KEEP
02108026-v	mengalami	KEEP
00145571-r	cukup	KEEP
03322836-n	farmhouse	KEEP
02587532-v	menguruskan	DELETE
02804590-a	suburban	KEEP
04306847-n	arca	KEEP
00664449-a	ingin tahu	KEEP
13953608-n	perintah	KEEP
01181661-a	bumi	KEEP
00521562-n	presentasi	KEEP
05652593-n	kerelaan	KEEP
13927383-n	kondisi	KEEP
01518878-n	burung unta	KEEP
02197505-v	menyapa	KEEP
01326528-v	mempertiadakan	DELETE
02074092-a	gila	KEEP
01072949-v	bermain	KEEP
00048475-r	masa kini	KEEP
00715140-a	demokratis	KEEP
07579787-n	sepiring	KEEP
02607830-v	terbentang	KEEP
06337693-n	panggilan	KEEP
01674604-a	agak baik	DELETE
12916723-n	jati	KEEP
00407848-v	didekorasi	KEEP
07931733-n	teh manis	DELETE
02493030-v	menyambangi	KEEP
08276720-n	sekolah	KEEP
11105778-n	kipling	KEEP
02603699-v	adalah	KEEP
01462005-v	campur	DELETE
00388094-r	staccato	KEEP
02728440-n	pakaian	KEEP
00514884-a	sepanjang	KEEP
10403876-n	penumpang	KEEP
12900462-n	cabai	KEEP
00005526-v	megap-megap	KEEP
01012855-a	premier	KEEP
00350104-v	memulai lagi	DELETE
09023321-n	spanyol	KEEP
07199565-n	sahutan	KEEP
00666058-a	sekarang	KEEP
01586342-a	sedap	KEEP
02864068-a	melodis	KEEP
00976531-n	penyerbuan	KEEP
00187120-r	dengan nyaman	KEEP
05682950-n	perhatian	KEEP
02003357-a	terbuka	KEEP
03427296-n	pintu	KEEP
07786164-n	osyter	KEEP
02582615-v	melakukan	KEEP
80001305-n	suku Minangkabau	KEEP
08588152-n	di dalam	DELETE
00729133-a	indie	KEEP
01875295-v	menggoyang	KEEP
06650431-n	dokumentasi	KEEP
02394183-v	memenuhkan	DELETE
01933731-a	sebenarnya	KEEP
00624026-a	ramai	KEEP
04544626-n	wakeboard	KEEP
01586342-a	menarik	KEEP
02701210-v	menggemak-gemak	DELETE
80000370-n	Sentosa	KEEP
05565064-n	tinju	KEEP
15247110-n	sekejap	KEEP
01114824-n	sale	KEEP
02367032-v	meninggalkan	KEEP
00643863-a	imajinatif	KEEP
01332730-v	menutupi	KEEP
00910973-v	mengeluh	KEEP
15245829-n	waktu	KEEP
12582231-n	palem	KEEP
14450691-n	kebutuhan	KEEP
04733118-n	aspek	KEEP
02191766-v	dibumbui	KEEP
13365286-n	mata pencaharian	KEEP
00071165-r	di sekitar	KEEP
00658082-n	perawatan	KEEP
04454240-n	gasing	KEEP
06278136-n	suara	KEEP
04605726-n	salut	KEEP
90000180-n	imperial treasure cantonese cuisine	KEEP
00422435-r	sangat	KEEP
00955148-v	maksudkan	DELETE
01655902-v	ulang	KEEP
00751567-v	mensyaratkan	DELETE
10480253-n	karyawan	KEEP
02506555-a	beraneka	KEEP
00674607-v	membutuhkan	DELETE
04366367-n	jembatan gantung	KEEP
15142167-n	kelahirannya	KEEP
00915321-a	tepat	KEEP
02647497-v	tetap sama	DELETE
07601999-n	coklat	KEEP
00106921-r	biasanya	KEEP
01920698-v	menjelajah	KEEP
08376250-n	rangkaian	KEEP
13746512-n	10	KEEP
00758333-v	mengambil	KEEP
02935658-n	kedai kopi	KEEP
02005948-v	mencapai	KEEP
00594413-a	terus-menerus	KEEP
00060632-r	sebelum ini	KEEP
05868477-n	akhir	KEEP
07064715-n	rock	KEEP
00097504-n	kinerja	KEEP
00378479-n	penyalaan	KEEP
00173338-v	mengalih dari	DELETE
11465888-n	kabut asap	KEEP
00279092-a	gemerlap	KEEP
04751305-n	variasi	KEEP
01277097-a	penting	KEEP
09880741-n	maling	KEEP
10732967-n	akrobat	KEEP
80000410-n	zara	KEEP
08588152-n	di dalam	KEEP
07066659-n	bergaya	KEEP
05143077-n	kepentingan	KEEP
13983304-n	lampu	KEEP
04954920-n	semarak	KEEP
01409581-a	sebagai	DELETE
00051848-r	terus	KEEP
00146594-r	begitu	KEEP
14890286-n	granit	KEEP
02647497-v	wujud	DELETE
00324384-n	naik	KEEP
01284212-a	dramatis	KEEP
02327200-v	memberikan	DELETE
01484083-a	wanita	KEEP
01845720-v	bepergian	KEEP
00149510-r	nyata	KEEP
02545272-v	berpetualang	KEEP
02186750-a	kelima	KEEP
07951464-n	koleksi	KEEP
02136892-v	mencerminkan	KEEP
02154312-v	melihat	KEEP
10967447-n	fatimah	KEEP
01444563-v	menyate	KEEP
15170504-n	akhir pekan	KEEP
08997487-n	dunearn road	KEEP
02206619-v	menawan	DELETE
02677097-v	mengenai	KEEP
01664172-v	berisi	KEEP
00019131-a	capai	KEEP
00451838-v	memenuhi	KEEP
09039411-n	turki	KEEP
01595312-a	lazim	DELETE
07904395-n	gin	KEEP
02648110-v	berlangsung	KEEP
05946687-n	religi	KEEP
13497135-n	pertumbuhan	KEEP
02315938-v	warisi	KEEP
04664314-n	pencegahan	KEEP
07360841-n	peristiwa	KEEP
00098714-r	malahan	KEEP
01849221-v	datang	KEEP
08630039-n	negara	DELETE
03717921-n	model	KEEP
06062407-n	radiologi	KEEP
15249799-n	ulang tahun	KEEP
00149510-r	sesungguh	KEEP
08653706-n	berdiri	KEEP
07840804-n	eggs	KEEP
01283508-a	megah	KEEP
04353803-n	keseluruhan	KEEP
00047534-r	selain	KEEP
00641158-a	sopan	KEEP
01450969-a	tersesat	KEEP
09878275-n	pembangun	KEEP
01168988-a	medis	KEEP
05149832-n	bantuan	KEEP
05202497-n	beradaptasi	KEEP
02604760-v	kedua	KEEP
04345288-n	barang	KEEP
07879450-n	sushi	KEEP
00039021-n	interaksi	KEEP
08458912-n	rangkaian	KEEP
01694263-v	tiru	KEEP
09885145-n	pembelanja	KEEP
08210835-n	Scotland Yard	KEEP
02244956-v	menjual	KEEP
07360841-n	kejadian	KEEP
05768252-n	visi	KEEP
77000023-n	-mu	KEEP
15160579-n	hari	KEEP
00971660-a	hip	KEEP
03728437-n	korek	KEEP
05715864-n	rasa	KEEP
00958880-a	setia	KEEP
02067719-a	beragam	KEEP
02050132-v	melewati	KEEP
05128519-n	seluas	KEEP
00049003-n	tindakan memasuki	DELETE
07447641-n	pesta	KEEP
00031820-v	tertawa	KEEP
08833295-n	sydney	KEEP
01858910-v	keliling	KEEP
90000124-n	City Hall	KEEP
01101391-a	umum	KEEP
10030277-n	dramatis	KEEP
02108026-v	mendapat	KEEP
01422556-a	secara langsung	KEEP
00755745-v	menjangka	DELETE
00348746-v	mulai	KEEP
02213336-v	menemukan	KEEP
08903220-n	delhi	KEEP
07585107-n	kaldu ayam	KEEP
05943066-n	keimanan	KEEP
09991026-n	orang	DELETE
11463746-n	keberuntungan	KEEP
02136892-v	tercermin	KEEP
01123879-a	bagus	KEEP
01212230-v	melalui	KEEP
00173761-n	cara	KEEP
08524735-n	city	KEEP
01581305-a	berlebihan	KEEP
04677385-n	ukuran bahan cetakan	DELETE
00009966-r	silakan	KEEP
01028748-v	dinamakan	KEEP
08761868-n	kopenhagen	KEEP
90000299-n	Nonya	KEEP
07751451-n	plum	KEEP
10391653-n	pelukis	KEEP
02112701-a	bersatu	KEEP
00033615-n	jumlah	KEEP
09923673-n	warga	KEEP
00279835-n	pindah	KEEP
01646941-a	anak	KEEP
07850329-n	cheese	KEEP
00369941-a	keemasan	KEEP
00274724-v	makan hati	DELETE
02071420-a	sama seperti	KEEP
01091234-a	dekoratif	KEEP
05812038-n	tengah	KEEP
80001272-v	timbul tenggelam	KEEP
14024882-n	tidur	KEEP
00213794-v	sanggup	DELETE
00122844-a	mengiringi	KEEP
02150948-v	tampil	KEEP
12147539-n	bambu	KEEP
02167052-v	melihat	KEEP
00069472-r	di	DELETE
13497135-n	tumbuh	KEEP
80000201-n	Hari Raya Haji	KEEP
04992570-n	bumbu	KEEP
00921300-v	beralamat	KEEP
14539268-n	pengamanan	KEEP
00014742-v	tidur	KEEP
01728614-a	kuno	KEEP
01755627-a	sementara	KEEP
04921011-n	warisan	KEEP
90000218-n	world gourmet summit	KEEP
01508719-a	pedas	KEEP
00034213-n	fenomena	KEEP
15155891-n	esok	KEEP
01494310-v	memposisikan	KEEP
00734054-v	meluwengkan	DELETE
01095966-n	perusahaan	KEEP
90000298-n	peranakan	KEEP
06835845-n	ρ	KEEP
00196692-r	banyak	KEEP
07669891-n	ham	KEEP
10077593-n	penyuka	KEEP
04219424-n	sutra	KEEP
02209936-v	membawa	DELETE
02701210-v	melenggarakan	DELETE
00026385-v	bersantai	KEEP
02527588-a	diburu	KEEP
05933246-n	pemandangan	KEEP
02479323-v	membekali	DELETE
00388065-v	bereksperimen	KEEP
00975487-a	bergaya	KEEP
02267989-v	meluwengkan	DELETE
02210855-v	dapat	DELETE
90000096-n	singapore handicraft centre	KEEP
15138600-n	waktu bermain	KEEP
02635956-v	menemani ke	DELETE
00071840-r	terhadap	DELETE
01679806-v	menghias	KEEP
01027174-v	menyesuaikan	DELETE
00329831-a	pusat	KEEP
13275288-n	perbelanjaan	KEEP
10042300-n	pemakan	KEEP
08463969-n	harta karun	KEEP
01723224-v	berlatih	KEEP
00886448-a	berlaga	KEEP
05400860-n	a	KEEP
06929742-n	china	KEEP
90000208-n	yong tau foo	KEEP
03415363-n	regu	KEEP
07814487-n	cengkeh	KEEP
15210383-n	pertengahan januari	KEEP
00527801-v	diawetkan	KEEP
90000318-n	cendol	KEEP
03984234-n	porselen	KEEP
02587532-v	mengatur	DELETE
10472799-n	pangeran	KEEP
00182406-v	menambah isi	KEEP
00117985-v	terus	KEEP
02542280-v	mematuhi	KEEP
90000047-n	kandahar street	KEEP
02609764-v	selesai	KEEP
00674607-v	pilihlah	DELETE
90000187-n	Rumah Makan Minang	KEEP
08641113-n	kawasan sekeliling	DELETE
00471572-a	menurut	KEEP
15234764-n	menit	KEEP
10757193-n	pengunjung	KEEP
00648224-v	menjelajahi	KEEP
00705891-a	lembut	KEEP
06888944-n	pemandangan	KEEP
06240865-n	mahayana	KEEP
10936716-n	dior	KEEP
09403734-n	pegunungan	KEEP
01389451-a	besar-besaran	KEEP
11427842-n	sial	KEEP
01664172-v	membuat	KEEP
02521410-v	bertengkar	DELETE
08497294-n	wilayah	KEEP
00951831-a	bhg dalam	DELETE
04679419-n	rupa	KEEP
90000306-n	Pongal	KEEP
08524735-n	kota	KEEP
10411551-n	jalanan	KEEP
02283324-v	menyimpan	KEEP
02694677-v	mahkota	KEEP
05814650-n	hal	KEEP
00049003-n	jalan masuk	DELETE
02325968-v	berbelanja	KEEP
01015104-v	jamin	KEEP
01099951-a	spesifik	KEEP
07783102-n	ikan asin	KEEP
06523641-n	jaminan	KEEP
15245829-n	saat	KEEP
02108654-v	terima	DELETE
01204294-n	rangka	DELETE
01258617-a	tubuh manusia	KEEP
04814238-n	brilian	KEEP
01842367-v	meninggalkan	KEEP
00616913-a	braised	KEEP
02084979-a	teknologi	KEEP
00072201-r	di sekitar	KEEP
01463963-v	merapikan	KEEP
08629508-n	balik	KEEP
01536094-a	kontemporer	KEEP
15205532-n	abad	KEEP
02108654-v	dihukum	DELETE
00144722-r	sudah pasti	KEEP
80001043-n	baju kurung	KEEP
08809165-n	milan	KEEP
08588152-n	dalam hati	DELETE
01083373-v	rosakkan	DELETE
00138611-r	agaknya	KEEP
01985247-a	terbuka	KEEP
01195299-v	coba	KEEP
08588699-n	tengah	KEEP
02118933-v	mengamati	KEEP
01122149-n	perbelanjaan	KEEP
00428270-n	tari	KEEP
00349369-n	gerakan	KEEP
05699434-n	berkeberatan	KEEP
07721456-n	lada	KEEP
02395000-v	dilindungi	KEEP
00770437-v	mendapatkan	DELETE
01071090-n	tahan	KEEP
07844867-n	susu kedelai	KEEP
08761697-n	zealand	KEEP
02274259-n	kupu	KEEP
00227507-a	baik	KEEP
01182709-v	menyajikan	DELETE
07229245-n	terima kasih	KEEP
00515414-n	hiburan	KEEP
01083373-v	membongkar	DELETE
02366927-a	reguler	KEEP
02649042-v	memenuhi	KEEP
02472987-n	dunia	KEEP
00508036-a	harmonis	KEEP
01431471-a	penuh perhatian	KEEP
02542280-v	menurut	KEEP
00097840-r	pulang	KEEP
01821132-v	mempesona	KEEP
02716165-v	temani	KEEP
02599636-v	meluwengkan	DELETE
00301192-n	penerbangan	KEEP
00031899-r	sangat	KEEP
06526619-n	konsesi	KEEP
00306426-n	perjalanan	KEEP
15122231-n	selama	KEEP
10187130-n	tuan rumah	KEEP
13709992-n	yuan	KEEP
02150948-v	melihat	KEEP
08398773-n	campuran	KEEP
08620061-n	titik	KEEP
02735753-v	sesuai	KEEP
00618493-a	sautéed	KEEP
02455407-v	amati	KEEP
01995549-v	melanjutkan	KEEP
01391351-a	little	KEEP
02336904-a	kurang	KEEP
00434077-v	menguatkan	KEEP
07850329-n	keju	KEEP
76100080-x	kuntum	KEEP
00033663-r	sedikit	KEEP
07669713-n	perut babi	KEEP
02199590-v	memberikan	KEEP
01982395-v	memikul	DELETE
13947645-n	letaknya	DELETE
15249096-n	ini	KEEP
00665781-n	facial	KEEP
00018043-r	bahkan	KEEP
01376522-a	kenal	KEEP
04202417-n	gedung	KEEP
11311173-n	Steven Allan Spielberg	KEEP
09474557-n	kubangan	KEEP
00007846-n	seorang	KEEP
90000191-n	tekka centre	KEEP
00393105-a	plain	KEEP
00881649-n	pemandangan	KEEP
01002740-v	membutuhkan	DELETE
00120796-v	membawa	DELETE
90000075-n	no signboard seafood	KEEP
01063939-n	menunggu	KEEP
09021503-n	turkmenistan	KEEP
02686805-v	sampai	KEEP
13742358-n	0	KEEP
07135734-n	perbincangan	KEEP
07288215-n	masa	KEEP
03799710-n	mural	KEEP
01496021-a	minimal	KEEP
13846199-n	terutama	KEEP
13947867-n	tempat	KEEP
00414518-a	pop	KEEP
01999798-v	berpimpin	DELETE
90000165-n	tanjong pagar	KEEP
03838535-n	karya	KEEP
01766133-a	kebingungan	KEEP
90000205-n	ngee ann city	KEEP
00533922-n	langkah	KEEP
01190993-a	ringan	KEEP
00027384-r	masih	KEEP
00063630-r	total	KEEP
05091527-n	informasi	KEEP
06532330-n	undang-undang	KEEP
09441107-n	selatan laut china	KEEP
00048739-r	sekarang	KEEP
02881193-n	mangkuk	KEEP
00028672-a	tidak diakui	KEEP
76100090-x	keping	KEEP
00899226-a	sukar	KEEP
00183879-v	mencakup	KEEP
01375831-a	tersohor	KEEP
04076846-n	gambaran	KEEP
06359193-n	www.easibook.com	KEEP
13955341-n	keaslian	KEEP
13764213-n	isi	KEEP
02204692-v	dimiliki	KEEP
05844105-n	bergaya	KEEP
09625401-n	rakyat	KEEP
80000841-n	cempedak	KEEP
08613593-n	bagian luar	KEEP
01415219-a	kecil	KEEP
09450163-n	mentari	KEEP
00013887-a	lebat	KEEP
00289983-a	time	KEEP
07573696-n	jamuan	KEEP
01075524-a	bersahabat	KEEP
01418667-v	campur	KEEP
01940472-a	down-to-earth	KEEP
09179606-n	kenapa	KEEP
00335768-a	tentu	KEEP
00586262-n	tempat	DELETE
00289082-a	pecah	KEEP
00015854-a	banyak	KEEP
02263027-v	menyumbangkan	KEEP
01771535-v	merasa	KEEP
01028748-v	dinamai	KEEP
02800675-n	tanah dalam	KEEP
08459648-n	rangkaian	KEEP
02039679-v	terbenam	KEEP
08327816-n	seminar	KEEP
07340895-n	kurban	KEEP
02765924-v	memantulkan	KEEP
01999218-v	membimbing	DELETE
02006834-v	menimpa	DELETE
00061203-r	sesudah	KEEP
01157762-a	pekat	KEEP
04197391-n	kaus	KEEP
00086000-r	cepat	KEEP
09044862-n	as	KEEP
01482449-v	mengemas	KEEP
80001133-n	kami	KEEP
00274724-v	mengikis	KEEP
02973241-a	tragis	KEEP
08593262-n	garis lurus	DELETE
02676054-v	berhubungan dengan	KEEP
05870055-n	salah	KEEP
00047392-r	yang amat	KEEP
90000298-n	Peranakan	KEEP
06739990-n	sebab	KEEP
02530167-v	cobalah	KEEP
10655730-n	awak	KEEP
06774316-n	adat kebiasaan	KEEP
15237044-n	semi	KEEP
90000147-n	marina square	KEEP
15244200-n	sepanjang hari	KEEP
07882497-n	racikan	KEEP
02652494-v	menginap	KEEP
02993546-n	kreta ayer square	KEEP
00835292-a	berkesan	KEEP
08641113-n	area	KEEP
02208265-v	memperoleh	KEEP
00217728-a	indah	KEEP
04424218-n	barang	KEEP
07164163-n	sentuhan	KEEP
01861205-a	publik	KEEP
09393605-n	dataran	KEEP
10077593-n	hindu	KEEP
01807219-a	menyenangkan	KEEP
01712704-v	mengerjakan	KEEP
00486990-a	kerap	KEEP
00745499-v	memanggil	KEEP
01009343-a	inisiatif	KEEP
13849710-n	keseratus	KEEP
07669098-n	suckling pig	KEEP
01498084-a	tanpa	KEEP
01842690-v	berjalan-jalanlah	KEEP
02338615-a	tinggi	KEEP
00250898-r	antara	KEEP
01103021-a	khusus	KEEP
05398609-n	air dlm tumbuh-tumbuhan	DELETE
01730745-a	dulu	KEEP
02596113-v	bertemu	KEEP
13104059-n	pohon	KEEP
01593649-a	umum	KEEP
10077593-n	penggemar	KEEP
03719053-n	tempat tinggal	KEEP
01643620-a	usia	DELETE
01640550-v	didesain	KEEP
00456199-n	permainan	KEEP
02754656-n	atria	KEEP
00669762-v	meluwengkan	DELETE
00320852-n	sst	DELETE
05064037-n	tatarajah	DELETE
01129920-n	tanggung jawab	KEEP
02002720-v	mengusir	KEEP
08639479-n	pelabuhan	KEEP
90000324-n	segar	KEEP
01104026-a	khusus	KEEP
05839547-n	jenis	KEEP
07775375-n	ikan	KEEP
01565921-v	menghabiskan	DELETE
02210855-v	perolehi	DELETE
07646578-n	daging bebek	KEEP
01508719-a	sederhana	KEEP
07324917-n	peningkatan	KEEP
00127531-n	baik	KEEP
02914213-a	terapi	KEEP
04202417-n	gerai	KEEP
13747469-n	15	KEEP
00117620-r	jadi	KEEP
00586262-n	tempat ketiga	DELETE
13947645-n	tempat	DELETE
00001740-n	wujud	KEEP
02743391-a	manusia	KEEP
01140794-v	memancing	KEEP
00158309-r	itulah	KEEP
03550289-n	sangkar	KEEP
01410223-v	menampar	KEEP
04965661-n	kuning	KEEP
08640531-n	resor	KEEP
14405621-n	keseruan	KEEP
10013927-n	diplomat	KEEP
00030358-n	perbuatan	KEEP
10498699-n	pihak	KEEP
01326528-v	menidurkan	KEEP
00065639-v	zat makanan	DELETE
01651196-a	pada	DELETE
07707451-n	sayuran	KEEP
01090335-v	gaduh	KEEP
01973125-v	turunkan	KEEP
08621598-n	kedudukan	DELETE
00227507-a	terlezat	KEEP
00571061-v	melepas	KEEP
05718935-n	music	KEEP
02957469-a	jerman	KEEP
04005630-n	penjara	KEEP
05765415-n	simbol	KEEP
08652970-n	tempat	KEEP
80000695-a	pan-fried	KEEP
02009433-v	pulang	KEEP
02748927-v	berhias	KEEP
02295998-a	lazim	DELETE
10399491-n	orang tua	KEEP
01654628-v	membangun	KEEP
03471974-n	orang	DELETE
90000115-n	tiger beer	KEEP
06414372-n	sekolah buku pelajaran	KEEP
02655135-v	diselenggarakan	KEEP
09936620-n	kolektor	KEEP
00507053-r	sungguh	KEEP
00108913-r	di sini	KEEP
11222655-n	park	KEEP
01270486-a	cepat	KEEP
01853228-a	khusus	KEEP
07707451-n	(sayur-sayuran	KEEP
02397732-a	pedas	KEEP
80000857-n	kartu pintar	KEEP
06615561-n	pertunjukan	KEEP
13747725-n	17	KEEP
01894196-a	coba	KEEP
02385102-a	tinggi	KEEP
02237338-v	menolak	KEEP
01143040-n	persiapan	KEEP
00048475-r	kini	KEEP
90000224-n	kampong glam	KEEP
07420770-n	kerugian	KEEP
02236624-v	mengarik	DELETE
00449332-a	di sekitarnya	KEEP
07776866-n	seafood	KEEP
07066659-n	gaya	KEEP
00170358-a	menarik	KEEP
05093581-n	ukuran	KEEP
90000179-n	five star hainanese chicken rice	KEEP
00111609-r	ter⨁	KEEP
03745146-n	kebun binatang	KEEP
01805801-n	burung merak	KEEP
90000299-n	Peranakan Chinese	KEEP
03102654-n	pendingin	KEEP
01192510-v	menikmati	KEEP
07861813-n	nasi ayam	KEEP
01714208-v	lakukan	KEEP
08654360-n	propinsi	KEEP
07221094-n	kisah	KEEP
00699207-a	asli	KEEP
02337558-a	kurang	KEEP
02077656-v	ambil	KEEP
00611047-a	klasik	KEEP
01002740-v	memasukkan	DELETE
07815839-n	lada hitam	KEEP
02835654-a	sisa	KEEP
03451798-n	grafiti	KEEP
02490877-v	merayakan	KEEP
10627899-n	pemurung	KEEP
00873682-v	diberitahukan	KEEP
02055062-a	suci	KEEP
08621598-n	bahagian	DELETE
00019731-a	dekat	KEEP
00103590-n	peluncuran roket	KEEP
01410606-a	sebagai	KEEP
08563180-n	east	KEEP
00950002-a	luar	KEEP
01106405-a	lokal	KEEP
02718750-v	ternganga	KEEP
00025290-r	dimanapun juga	DELETE
01643620-a	usia	KEEP
04536866-n	biola	KEEP
02190278-a	40	KEEP
00406963-v	menyediakan	KEEP
02798769-n	dasar	KEEP
02191546-v	terasa	KEEP
02202712-a	lima	KEEP
01028748-v	bernama	KEEP
77000076-a	baik	KEEP
90000155-n	sabar menanti restaurant	KEEP
90000066-n	maxwell food centre	KEEP
00332017-v	digiling	KEEP
01640855-v	melakukan	KEEP
00276225-r	di puncak	KEEP
15170331-n	dua minggu	KEEP
02706605-v	menggelegak	KEEP
01156834-v	menghabiskan	KEEP
08226335-n	kota	KEEP
04728786-n	keunggulan	KEEP
04565233-n	tepi jalan	KEEP
02238085-v	dapatkan	KEEP
00344174-v	menjadi	KEEP
00064504-n	hits	KEEP
14915184-n	es	KEEP
00381097-a	merah	KEEP
00310386-v	berkembang	KEEP
03220513-n	kubah	KEEP
01203893-v	menggembung	DELETE
01753788-v	diciptakan	KEEP
00024356-r	tidak	KEEP
08588152-n	dalam	KEEP
03931044-n	ikon	KEEP
02006834-v	melenda	DELETE
