synset	lemma	annotation	goodness label	confidence	language
14956325-n	lumpur	KEEP	Y	1	Portuguese
09452653-n	jalur	KEEP	O	2	English, Spanish
00144405-r	sejenak	KEEP	None	1	English
10284064-n	pembuat	KEEP	O	1	Japanese
00596644-v	mengenal	KEEP	O	1	English
00599992-v	memasukkan	DELETE	O	1	English
01755816-v	melaksanakan	KEEP	O	1	English
03120198-n	halaman	KEEP	O	2	English, Slovene
00120796-v	mengalami	DELETE	O	1	English
00887463-v	berdedikasi	KEEP	Y	1	English
00110701-a	digital	KEEP	O	1	Portuguese
02737876-v	dipunyai	DELETE	X	1	English
04299215-n	gerai	KEEP	Y	1	English
15237782-n	musim dingin	KEEP	O	1	Portuguese
00748972-v	memberi	KEEP	O	1	English
00770316-a	langsung	KEEP	O	1	Portuguese
07944050-n	pemuda	KEEP	Y	1	English
01173933-v	makan	DELETE	O	1	English
02627934-v	mempersilakan	DELETE	O	1	English
02287041-v	temukan	KEEP	None	1	Greek
11038657-n	heinz	KEEP	None	1	English
09956578-n	penakluk	KEEP	Y	1	Japanese
02006834-v	menubruk	DELETE	O	1	English
10754449-n	pelanggar	KEEP	M	1	English
02941790-a	afrika	KEEP	None	1	English
02128873-v	lihat	KEEP	O	1	English
04202417-n	ruko	KEEP	X	1	English
02205272-v	berhasil	DELETE	O	1	Arabic
13153633-n	kehijauan	KEEP	None	1	Slovene
02821071-a	kota	KEEP	Y	1	English
02614181-v	hidup	KEEP	O	1	English
15119919-n	sekarang	KEEP	O	1	Portuguese
09428628-n	tepi pantai	KEEP	X	1	English
14437552-n	kehormatan	KEEP	O	1	English
04814238-n	kemegahan	KEEP	O	1	English
01580467-v	bungkus	KEEP	O	1	English
02359464-a	mengejutkan	KEEP	O	1	English
02006834-v	jatuh ke	DELETE	X	1	English
00522751-v	dapatkan	KEEP	X	1	English
06619428-n	siaran	KEEP	O	1	Polish
00586262-n	pengiriman	DELETE	O	1	English
10747119-n	vegetarian	KEEP	X	2	English, Slovene
04060904-n	wadah	KEEP	O	1	Slovene
04424418-n	barang	KEEP	O	1	Finnish
08997801-n	singapore	KEEP	None	1	English
15213406-n	november	KEEP	O	1	Slovene
00163233-n	tujuan	KEEP	Y	1	Slovene
01021629-v	atur	KEEP	O	1	Arabic
00388065-n	parut	KEEP	O	1	English
05844663-n	warna	KEEP	O	1	English
10129825-n	gadis	KEEP	O	1	Arabic
01224744-v	dioperasikan	KEEP	X	1	English
14879750-n	kristal	KEEP	O	1	English
02128385-n	macan tutul	KEEP	O	1	Polish
02584699-a	baru	KEEP	O	1	English
05856388-n	nilai	KEEP	Y	1	Spanish
01036996-n	pernikahan	KEEP	Y	1	English
05611302-n	pikiran	KEEP	O	1	Polish
01060317-v	memberi	KEEP	O	1	English
00575365-n	duck soup	DELETE	X	1	English
00991838-a	lemak	KEEP	O	1	English
02108026-v	mengalami	KEEP	O	1	English
00145571-r	cukup	KEEP	O	1	Slovene
03322836-n	farmhouse	KEEP	None	1	Portuguese
02587532-v	menguruskan	DELETE	Y	1	English
02804590-a	suburban	KEEP	None	1	English
04306847-n	arca	KEEP	O	1	Slovene
00664449-a	ingin tahu	KEEP	O	2	Spanish, Portuguese
13953608-n	perintah	KEEP	O	1	English
00521562-n	presentasi	KEEP	None	1	English
05652593-n	kerelaan	KEEP	O	1	Spanish
13927383-n	kondisi	KEEP	Y	1	Greek
01518878-n	burung unta	KEEP	O	1	English
02197505-v	menyapa	KEEP	L	1	Finnish
01326528-v	mempertiadakan	DELETE	O	1	Finnish
02074092-a	gila	KEEP	O	1	English
01072949-v	bermain	KEEP	Y	1	Arabic
00048475-r	masa kini	KEEP	O	1	Finnish
00715140-a	demokratis	KEEP	O	1	Finnish
07579787-n	sepiring	KEEP	None	1	Spanish
02607830-v	terbentang	KEEP	O	1	English
06337693-n	panggilan	KEEP	O	1	English
12916723-n	jati	KEEP	M	1	English
00407848-v	didekorasi	KEEP	None	1	English
02493030-v	menyambangi	KEEP	O	1	Spanish
08276720-n	sekolah	KEEP	O	1	Greek
11105778-n	kipling	KEEP	None	2	Finnish, English
02603699-v	adalah	KEEP	L	1	English
01462005-v	campur	DELETE	O	1	Finnish
02728440-n	pakaian	KEEP	Y	1	Portuguese
00514884-a	sepanjang	KEEP	O	1	Finnish
10403876-n	penumpang	KEEP	Y	1	English
12900462-n	cabai	KEEP	O	1	English
00005526-v	megap-megap	KEEP	None	1	English
00350104-v	memulai lagi	DELETE	X	1	English
09023321-n	spanyol	KEEP	X	1	English
07199565-n	sahutan	KEEP	None	1	English
00666058-a	sekarang	KEEP	Y	1	Spanish
01586342-a	sedap	KEEP	O	1	English
00976531-n	penyerbuan	KEEP	O	1	Finnish
00187120-r	dengan nyaman	KEEP	X	1	Japanese
05682950-n	perhatian	KEEP	O	1	Greek
03427296-n	pintu	KEEP	O	1	Finnish
07786164-n	osyter	KEEP	None	2	English, Portuguese
02582615-v	melakukan	KEEP	O	1	English
08588152-n	di dalam	DELETE	X	1	English
01875295-v	menggoyang	KEEP	Y	1	English
06650431-n	dokumentasi	KEEP	O	1	English
02394183-v	memenuhkan	DELETE	None	1	English
00624026-a	ramai	KEEP	O	1	Spanish
01586342-a	menarik	KEEP	Y	1	English
02701210-v	menggemak-gemak	DELETE	O	1	English
05565064-n	tinju	KEEP	X	1	English
15247110-n	sekejap	KEEP	Y	1	Finnish
01114824-n	sale	KEEP	None	1	English
02367032-v	meninggalkan	KEEP	O	1	English
01332730-v	menutupi	KEEP	Y	1	Arabic
00910973-v	mengeluh	KEEP	O	1	Spanish
15245829-n	waktu	KEEP	O	1	English
12582231-n	palem	KEEP	None	1	English
14450691-n	kebutuhan	KEEP	O	1	English
04733118-n	aspek	KEEP	O	1	Spanish
02191766-v	dibumbui	KEEP	None	1	English
13365286-n	mata pencaharian	KEEP	None	1	English
00071165-r	di sekitar	KEEP	X	1	English
00658082-n	perawatan	KEEP	L	1	Spanish
04454240-n	gasing	KEEP	Y	1	English
06278136-n	suara	KEEP	O	1	English
04605726-n	salut	KEEP	L	1	Portuguese
00422435-r	sangat	KEEP	O	1	English
00955148-v	maksudkan	DELETE	X	1	Spanish
01655902-v	ulang	KEEP	None	1	Spanish
00751567-v	mensyaratkan	DELETE	O	1	English
10480253-n	karyawan	KEEP	Y	1	English
02506555-a	beraneka	KEEP	Y	1	English
00674607-v	membutuhkan	DELETE	O	1	English
04366367-n	jembatan gantung	KEEP	None	1	Finnish
15142167-n	kelahirannya	KEEP	None	1	English
02647497-v	tetap sama	DELETE	X	1	English
07601999-n	coklat	KEEP	None	1	English
00106921-r	biasanya	KEEP	Y	1	Finnish
01920698-v	menjelajah	KEEP	O	1	English
08376250-n	rangkaian	KEEP	O	1	English
13746512-n	10	KEEP	None	1	English
00758333-v	mengambil	KEEP	L	1	English
02935658-n	kedai kopi	KEEP	Y	1	Polish
02005948-v	mencapai	KEEP	O	1	English
00594413-a	terus-menerus	KEEP	Y	1	English
00060632-r	sebelum ini	KEEP	X	1	Portuguese
05868477-n	akhir	KEEP	O	1	English
07064715-n	rock	KEEP	None	1	Slovene
00097504-n	kinerja	KEEP	None	1	English
00378479-n	penyalaan	KEEP	None	1	English
00173338-v	mengalih dari	DELETE	X	1	Arabic
11465888-n	kabut asap	KEEP	None	1	English
04751305-n	variasi	KEEP	None	1	English
09880741-n	maling	KEEP	O	1	English
10732967-n	akrobat	KEEP	O	1	English
08588152-n	di dalam	KEEP	X	1	English
07066659-n	bergaya	KEEP	None	1	Portuguese
05143077-n	kepentingan	KEEP	O	1	English
13983304-n	lampu	KEEP	O	2	Spanish, Portuguese
04954920-n	semarak	KEEP	None	1	Finnish
01409581-a	sebagai	DELETE	O	1	Spanish
00051848-r	terus	KEEP	O	1	English
00146594-r	begitu	KEEP	Y	1	English
14890286-n	granit	KEEP	O	1	English
02647497-v	wujud	DELETE	O	1	English
00324384-n	naik	KEEP	O	1	English
02327200-v	memberikan	DELETE	Y	1	English
01484083-a	wanita	KEEP	O	1	English
01845720-v	bepergian	KEEP	O	1	English
00149510-r	nyata	KEEP	None	1	English
02545272-v	berpetualang	KEEP	X	1	English
07951464-n	koleksi	KEEP	Y	1	English
02136892-v	mencerminkan	KEEP	O	1	English
02154312-v	melihat	KEEP	O	1	Greek
10967447-n	fatimah	KEEP	None	1	English
01444563-v	menyate	KEEP	None	1	English
15170504-n	akhir pekan	KEEP	O	1	Finnish
08997487-n	dunearn road	KEEP	None	1	English
02206619-v	menawan	DELETE	O	1	Arabic
02677097-v	mengenai	KEEP	O	1	English
01664172-v	berisi	KEEP	None	1	English
00019131-a	capai	KEEP	None	1	Slovene
00451838-v	memenuhi	KEEP	O	1	English
09039411-n	turki	KEEP	None	1	English
07904395-n	gin	KEEP	O	1	Polish
02648110-v	berlangsung	KEEP	O	1	English
05946687-n	religi	KEEP	O	1	English
13497135-n	pertumbuhan	KEEP	Y	1	English
02315938-v	warisi	KEEP	X	2	English, Spanish
04664314-n	pencegahan	KEEP	O	1	English
07360841-n	peristiwa	KEEP	O	1	English
00098714-r	malahan	KEEP	None	1	English
01849221-v	datang	KEEP	O	1	English
08630039-n	negara	DELETE	O	1	English
03717921-n	model	KEEP	O	1	Polish
06062407-n	radiologi	KEEP	None	1	English
15249799-n	ulang tahun	KEEP	Y	1	English
00149510-r	sesungguh	KEEP	None	1	English
08653706-n	berdiri	KEEP	O	1	English
07840804-n	eggs	KEEP	None	1	English
04353803-n	keseluruhan	KEEP	Y	1	English
00047534-r	selain	KEEP	L	1	English
00641158-a	sopan	KEEP	O	1	Portuguese
01450969-a	tersesat	KEEP	Y	1	English
09878275-n	pembangun	KEEP	O	1	Slovene
01168988-a	medis	KEEP	O	3	English, Spanish, Portuguese
05149832-n	bantuan	KEEP	O	1	English
05202497-n	beradaptasi	KEEP	None	1	English
02604760-v	kedua	KEEP	None	1	Spanish
04345288-n	barang	KEEP	O	1	English
07879450-n	sushi	KEEP	X	3	Japanese, English, Portuguese
00039021-n	interaksi	KEEP	Y	1	English
08458912-n	rangkaian	KEEP	O	1	English
01694263-v	tiru	KEEP	L	1	English
09885145-n	pembelanja	KEEP	None	1	Japanese
02244956-v	menjual	KEEP	O	1	English
07360841-n	kejadian	KEEP	O	1	English
05768252-n	visi	KEEP	Y	1	Spanish
15160579-n	hari	KEEP	O	1	English
03728437-n	korek	KEEP	None	2	English, Spanish
05715864-n	rasa	KEEP	Y	1	English
00958880-a	setia	KEEP	O	2	Finnish, English
02050132-v	melewati	KEEP	None	1	Arabic
05128519-n	seluas	KEEP	X	1	Polish
00049003-n	tindakan memasuki	DELETE	X	1	Spanish
07447641-n	pesta	KEEP	Y	1	Portuguese
00031820-v	tertawa	KEEP	Y	1	English
08833295-n	sydney	KEEP	None	2	English, Polish
01858910-v	keliling	KEEP	None	1	English
01101391-a	umum	KEEP	Y	1	Finnish
10030277-n	dramatis	KEEP	O	1	Slovene
02108026-v	mendapat	KEEP	O	1	English
01422556-a	secara langsung	KEEP	X	1	English
00755745-v	menjangka	DELETE	Y	1	English
00348746-v	mulai	KEEP	Y	1	English
02213336-v	menemukan	KEEP	O	1	English
08903220-n	delhi	KEEP	None	1	Portuguese
05943066-n	keimanan	KEEP	L	1	English
09991026-n	orang	DELETE	O	1	English
11463746-n	keberuntungan	KEEP	O	1	Finnish
02136892-v	tercermin	KEEP	O	1	English
01212230-v	melalui	KEEP	None	1	Spanish
00173761-n	cara	KEEP	O	1	English
08524735-n	city	KEEP	None	1	Greek
04677385-n	ukuran bahan cetakan	DELETE	X	1	Slovene
00009966-r	silakan	KEEP	Y	1	English
01028748-v	dinamakan	KEEP	X	1	English
08761868-n	kopenhagen	KEEP	X	2	English, Slovene
07751451-n	plum	KEEP	None	1	Portuguese
10391653-n	pelukis	KEEP	Y	1	Slovene
00033615-n	jumlah	KEEP	O	1	English
09923673-n	warga	KEEP	Y	1	English
00279835-n	pindah	KEEP	O	1	English
01646941-a	anak	KEEP	O	1	English
07850329-n	cheese	KEEP	None	1	Slovene
00274724-v	makan hati	DELETE	X	1	English
02071420-a	sama seperti	KEEP	X	1	Spanish
05812038-n	tengah	KEEP	None	1	English
14024882-n	tidur	KEEP	Y	1	Polish
00213794-v	sanggup	DELETE	O	1	English
02150948-v	tampil	KEEP	None	1	English
12147539-n	bambu	KEEP	O	1	Portuguese
02167052-v	melihat	KEEP	O	1	English
00069472-r	di	DELETE	O	1	English
13497135-n	tumbuh	KEEP	None	1	English
04992570-n	bumbu	KEEP	L	1	English
00921300-v	beralamat	KEEP	O	1	English
14539268-n	pengamanan	KEEP	O	1	English
00014742-v	tidur	KEEP	O	1	English
01755627-a	sementara	KEEP	Y	1	English
04921011-n	warisan	KEEP	O	1	English
01508719-a	pedas	KEEP	None	1	Portuguese
00034213-n	fenomena	KEEP	Y	1	Spanish
15155891-n	esok	KEEP	O	1	Portuguese
01494310-v	memposisikan	KEEP	None	1	Arabic
00734054-v	meluwengkan	DELETE	O	1	English
01095966-n	perusahaan	KEEP	O	1	Portuguese
06835845-n	ρ	KEEP	None	1	English
00196692-r	banyak	KEEP	O	1	English
07669891-n	ham	KEEP	Y	1	Polish
10077593-n	penyuka	KEEP	None	1	Spanish
04219424-n	sutra	KEEP	None	1	Slovene
02209936-v	membawa	DELETE	O	1	English
02701210-v	melenggarakan	DELETE	None	1	English
00026385-v	bersantai	KEEP	Y	1	English
05933246-n	pemandangan	KEEP	Y	1	English
02479323-v	membekali	DELETE	O	1	English
00388065-v	bereksperimen	KEEP	None	1	English
02267989-v	meluwengkan	DELETE	O	1	Greek
02210855-v	dapat	DELETE	Y	1	English
15138600-n	waktu bermain	KEEP	X	1	English
02635956-v	menemani ke	DELETE	X	1	English
00071840-r	terhadap	DELETE	O	1	English
01679806-v	menghias	KEEP	O	1	Spanish
01027174-v	menyesuaikan	DELETE	O	1	English
00329831-a	pusat	KEEP	Y	1	English
13275288-n	perbelanjaan	KEEP	Y	1	Spanish
10042300-n	pemakan	KEEP	O	1	English
08463969-n	harta karun	KEEP	Y	1	English
01723224-v	berlatih	KEEP	O	1	English
05400860-n	a	KEEP	O	1	English
06929742-n	china	KEEP	None	1	Polish
03415363-n	regu	KEEP	O	1	English
07814487-n	cengkeh	KEEP	O	1	English
00527801-v	diawetkan	KEEP	X	1	English
03984234-n	porselen	KEEP	None	1	Spanish
02587532-v	mengatur	DELETE	O	1	English
10472799-n	pangeran	KEEP	O	1	Portuguese
00182406-v	menambah isi	KEEP	X	1	English
00117985-v	terus	KEEP	O	1	English
02542280-v	mematuhi	KEEP	Y	1	English
02609764-v	selesai	KEEP	O	1	English
00674607-v	pilihlah	DELETE	X	1	English
08641113-n	kawasan sekeliling	DELETE	X	1	English
15234764-n	menit	KEEP	O	1	Finnish
10757193-n	pengunjung	KEEP	Y	1	Finnish
00648224-v	menjelajahi	KEEP	O	1	English
00705891-a	lembut	KEEP	Y	1	English
06888944-n	pemandangan	KEEP	O	1	Spanish
10936716-n	dior	KEEP	None	2	Japanese, English
09403734-n	pegunungan	KEEP	O	1	English
11427842-n	sial	KEEP	O	2	Japanese, Spanish
01664172-v	membuat	KEEP	Y	1	English
02521410-v	bertengkar	DELETE	O	1	English
08497294-n	wilayah	KEEP	O	1	Finnish
04679419-n	rupa	KEEP	O	1	Portuguese
08524735-n	kota	KEEP	Y	1	Greek
10411551-n	jalanan	KEEP	None	1	English
02283324-v	menyimpan	KEEP	O	1	Greek
02694677-v	mahkota	KEEP	L	1	English
05814650-n	hal	KEEP	Y	1	English
00049003-n	jalan masuk	DELETE	O	1	Spanish
02325968-v	berbelanja	KEEP	O	1	English
01015104-v	jamin	KEEP	O	1	Spanish
06523641-n	jaminan	KEEP	Y	1	English
15245829-n	saat	KEEP	O	1	English
02108654-v	terima	DELETE	O	1	English
01204294-n	rangka	DELETE	O	1	English
01258617-a	tubuh manusia	KEEP	X	1	Slovene
04814238-n	brilian	KEEP	O	1	English
01842367-v	meninggalkan	KEEP	O	1	English
00072201-r	di sekitar	KEEP	X	1	English
01463963-v	merapikan	KEEP	Y	1	Arabic
08629508-n	balik	KEEP	None	1	English
15205532-n	abad	KEEP	Y	1	Spanish
02108654-v	dihukum	DELETE	X	1	English
00144722-r	sudah pasti	KEEP	X	1	English
08809165-n	milan	KEEP	None	1	Slovene
08588152-n	dalam hati	DELETE	X	1	English
01083373-v	rosakkan	DELETE	X	1	English
00138611-r	agaknya	KEEP	O	1	English
01985247-a	terbuka	KEEP	O	1	English
01195299-v	coba	KEEP	O	1	English
08588699-n	tengah	KEEP	L	1	Portuguese
02118933-v	mengamati	KEEP	O	1	English
01122149-n	perbelanjaan	KEEP	O	1	Japanese
00428270-n	tari	KEEP	O	1	English
00349369-n	gerakan	KEEP	O	1	Portuguese
05699434-n	berkeberatan	KEEP	None	1	English
07721456-n	lada	KEEP	O	1	Portuguese
02395000-v	dilindungi	KEEP	X	1	English
00770437-v	mendapatkan	DELETE	O	1	Spanish
01071090-n	tahan	KEEP	O	3	English, Spanish, Greek
07844867-n	susu kedelai	KEEP	X	1	Japanese
08761697-n	zealand	KEEP	X	3	English, Polish, Portuguese
02274259-n	kupu	KEEP	None	1	English
00227507-a	baik	KEEP	None	1	Finnish
01182709-v	menyajikan	DELETE	O	1	English
07229245-n	terima kasih	KEEP	Y	1	Finnish
00515414-n	hiburan	KEEP	O	2	English, Spanish
01083373-v	membongkar	DELETE	O	1	English
02649042-v	memenuhi	KEEP	Y	1	English
02472987-n	dunia	KEEP	O	2	English, Spanish
02542280-v	menurut	KEEP	Y	1	English
00097840-r	pulang	KEEP	O	1	English
01821132-v	mempesona	KEEP	X	1	English
02716165-v	temani	KEEP	X	1	English
02599636-v	meluwengkan	DELETE	O	1	English
00301192-n	penerbangan	KEEP	Y	1	Slovene
00031899-r	sangat	KEEP	O	1	Finnish
06526619-n	konsesi	KEEP	O	1	English
00306426-n	perjalanan	KEEP	O	1	English
15122231-n	selama	KEEP	O	1	Portuguese
10187130-n	tuan rumah	KEEP	Y	1	English
13709992-n	yuan	KEEP	None	1	Polish
02150948-v	melihat	KEEP	O	1	English
08398773-n	campuran	KEEP	O	1	English
08620061-n	titik	KEEP	L	1	English
02735753-v	sesuai	KEEP	Y	1	Slovene
02455407-v	amati	KEEP	None	1	Greek
01995549-v	melanjutkan	KEEP	O	1	English
01391351-a	little	KEEP	None	1	English
00434077-v	menguatkan	KEEP	O	1	English
07850329-n	keju	KEEP	Y	1	Slovene
00033663-r	sedikit	KEEP	None	1	Portuguese
02199590-v	memberikan	KEEP	L	1	English
01982395-v	memikul	DELETE	O	1	Finnish
13947645-n	letaknya	DELETE	X	1	English
00665781-n	facial	KEEP	None	1	English
00018043-r	bahkan	KEEP	None	1	Finnish
04202417-n	gedung	KEEP	Y	1	English
11311173-n	Steven Allan Spielberg	KEEP	None	1	Polish
00007846-n	seorang	KEEP	Y	1	English
00393105-a	plain	KEEP	None	1	Slovene
00881649-n	pemandangan	KEEP	O	1	English
01002740-v	membutuhkan	DELETE	O	1	English
00120796-v	membawa	DELETE	O	1	English
01063939-n	menunggu	KEEP	O	1	Greek
09021503-n	turkmenistan	KEEP	None	4	English, Greek, Slovene, Portuguese
02686805-v	sampai	KEEP	O	1	English
13742358-n	0	KEEP	X	1	Finnish
07135734-n	perbincangan	KEEP	Y	1	English
07288215-n	masa	KEEP	O	1	English
03799710-n	mural	KEEP	O	2	English, Greek
01496021-a	minimal	KEEP	O	1	Portuguese
13846199-n	terutama	KEEP	None	1	English
13947867-n	tempat	KEEP	O	1	English
01999798-v	berpimpin	DELETE	Y	1	English
03838535-n	karya	KEEP	O	1	English
00533922-n	langkah	KEEP	O	1	English
01190993-a	ringan	KEEP	O	1	Thai
00027384-r	masih	KEEP	O	1	English
00063630-r	total	KEEP	None	1	Finnish
05091527-n	informasi	KEEP	O	1	English
06532330-n	undang-undang	KEEP	Y	1	Spanish
00048739-r	sekarang	KEEP	O	1	English
02881193-n	mangkuk	KEEP	Y	1	English
00028672-a	tidak diakui	KEEP	X	1	Spanish
00183879-v	mencakup	KEEP	None	1	English
04076846-n	gambaran	KEEP	O	1	Portuguese
06359193-n	www.easibook.com	KEEP	None	1	Portuguese
13955341-n	keaslian	KEEP	O	1	Portuguese
02204692-v	dimiliki	KEEP	None	1	Slovene
05844105-n	bergaya	KEEP	Y	1	Portuguese
09625401-n	rakyat	KEEP	O	1	English
08613593-n	bagian luar	KEEP	X	1	English
09450163-n	mentari	KEEP	Y	1	Portuguese
00013887-a	lebat	KEEP	O	1	English
00289983-a	time	KEEP	X	1	English
07573696-n	jamuan	KEEP	O	1	Finnish
01418667-v	campur	KEEP	Y	1	Finnish
09179606-n	kenapa	KEEP	M	1	Slovene
00586262-n	tempat	DELETE	O	1	English
00289082-a	pecah	KEEP	Y	1	English
02263027-v	menyumbangkan	KEEP	O	1	English
01771535-v	merasa	KEEP	O	1	English
01028748-v	dinamai	KEEP	None	1	English
02800675-n	tanah dalam	KEEP	X	1	Spanish
08459648-n	rangkaian	KEEP	O	1	English
02039679-v	terbenam	KEEP	O	1	Slovene
08327816-n	seminar	KEEP	O	1	English
07340895-n	kurban	KEEP	O	1	Slovene
02765924-v	memantulkan	KEEP	O	1	English
01999218-v	membimbing	DELETE	O	1	English
02006834-v	menimpa	DELETE	O	1	English
00061203-r	sesudah	KEEP	O	1	Portuguese
01157762-a	pekat	KEEP	O	1	English
04197391-n	kaus	KEEP	None	1	English
00086000-r	cepat	KEEP	O	1	Spanish
09044862-n	as	KEEP	None	1	Finnish
01482449-v	mengemas	KEEP	O	1	Arabic
00274724-v	mengikis	KEEP	L	1	English
02973241-a	tragis	KEEP	O	2	English, Spanish
08593262-n	garis lurus	DELETE	X	1	Spanish
02676054-v	berhubungan dengan	KEEP	L	1	English
05870055-n	salah	KEEP	Y	1	English
00047392-r	yang amat	KEEP	X	1	Finnish
06739990-n	sebab	KEEP	Y	1	English
02530167-v	cobalah	KEEP	X	1	English
10655730-n	awak	KEEP	None	1	English
06774316-n	adat kebiasaan	KEEP	X	1	English
15237044-n	semi	KEEP	None	1	English
07882497-n	racikan	KEEP	None	1	Slovene
02652494-v	menginap	KEEP	O	1	English
02993546-n	kreta ayer square	KEEP	None	1	Slovene
08641113-n	area	KEEP	None	1	English
02208265-v	memperoleh	KEEP	O	1	English
00217728-a	indah	KEEP	Y	1	Spanish
04424218-n	barang	KEEP	O	1	English
07164163-n	sentuhan	KEEP	L	1	English
01861205-a	publik	KEEP	Y	1	Portuguese
09393605-n	dataran	KEEP	O	1	Spanish
10077593-n	hindu	KEEP	None	1	Spanish
01807219-a	menyenangkan	KEEP	O	1	Spanish
01712704-v	mengerjakan	KEEP	L	1	English
00745499-v	memanggil	KEEP	O	1	English
13849710-n	keseratus	KEEP	None	1	Portuguese
07669098-n	suckling pig	KEEP	None	1	Greek
01842690-v	berjalan-jalanlah	KEEP	None	1	English
02338615-a	tinggi	KEEP	O	1	English
00250898-r	antara	KEEP	Y	1	Finnish
01103021-a	khusus	KEEP	O	1	English
05398609-n	air dlm tumbuh-tumbuhan	DELETE	X	1	Slovene
02596113-v	bertemu	KEEP	Y	1	English
13104059-n	pohon	KEEP	O	3	Polish, Slovene, Portuguese
01593649-a	umum	KEEP	Y	1	Portuguese
10077593-n	penggemar	KEEP	Y	1	Spanish
03719053-n	tempat tinggal	KEEP	O	1	English
01643620-a	usia	DELETE	O	1	Finnish
01640550-v	didesain	KEEP	None	1	English
00456199-n	permainan	KEEP	O	1	Finnish
02754656-n	atria	KEEP	X	1	Portuguese
00669762-v	meluwengkan	DELETE	O	1	English
00320852-n	sst	DELETE	X	1	Spanish
05064037-n	tatarajah	DELETE	None	1	Spanish
01129920-n	tanggung jawab	KEEP	None	1	Thai
02002720-v	mengusir	KEEP	O	1	Spanish
05839547-n	jenis	KEEP	O	1	English
07775375-n	ikan	KEEP	Y	1	English
01565921-v	menghabiskan	DELETE	O	1	English
02210855-v	perolehi	DELETE	X	1	English
07646578-n	daging bebek	KEEP	X	1	Polish
01508719-a	sederhana	KEEP	Y	1	Portuguese
07324917-n	peningkatan	KEEP	O	1	English
00127531-n	baik	KEEP	None	1	English
02914213-a	terapi	KEEP	O	1	English
04202417-n	gerai	KEEP	None	1	English
13747469-n	15	KEEP	None	1	English
00117620-r	jadi	KEEP	O	1	Finnish
00586262-n	tempat ketiga	DELETE	X	1	English
13947645-n	tempat	DELETE	O	1	English
00001740-n	wujud	KEEP	None	1	English
02743391-a	manusia	KEEP	O	1	Portuguese
01140794-v	memancing	KEEP	O	1	English
00158309-r	itulah	KEEP	None	1	Finnish
03550289-n	sangkar	KEEP	O	1	Slovene
01410223-v	menampar	KEEP	O	1	Spanish
04965661-n	kuning	KEEP	O	1	Japanese
08640531-n	resor	KEEP	O	1	Portuguese
14405621-n	keseruan	KEEP	None	1	English
10013927-n	diplomat	KEEP	Y	1	English
00030358-n	perbuatan	KEEP	Y	1	Greek
10498699-n	pihak	KEEP	O	1	English
01326528-v	menidurkan	KEEP	None	1	Finnish
00065639-v	zat makanan	DELETE	O	1	Greek
01651196-a	pada	DELETE	O	1	English
07707451-n	sayuran	KEEP	Y	1	English
01090335-v	gaduh	KEEP	Y	1	English
01973125-v	turunkan	KEEP	L	1	English
08621598-n	kedudukan	DELETE	O	1	English
00227507-a	terlezat	KEEP	None	1	Finnish
00571061-v	melepas	KEEP	O	1	Spanish
05718935-n	music	KEEP	None	1	English
02957469-a	jerman	KEEP	None	1	English
04005630-n	penjara	KEEP	Y	1	Portuguese
05765415-n	simbol	KEEP	O	1	Slovene
08652970-n	tempat	KEEP	O	1	English
02009433-v	pulang	KEEP	O	1	Arabic
02748927-v	berhias	KEEP	O	1	English
02295998-a	lazim	DELETE	Y	2	Japanese, English
10399491-n	orang tua	KEEP	Y	1	Finnish
01654628-v	membangun	KEEP	O	1	English
03471974-n	orang	DELETE	O	1	English
06414372-n	sekolah buku pelajaran	KEEP	None	1	Polish
02655135-v	diselenggarakan	KEEP	None	1	English
09936620-n	kolektor	KEEP	None	1	Polish
11222655-n	park	KEEP	None	1	Spanish
07707451-n	(sayur-sayuran	KEEP	None	1	English
06615561-n	pertunjukan	KEEP	Y	1	English
13747725-n	17	KEEP	None	1	Finnish
02385102-a	tinggi	KEEP	Y	1	Finnish
02237338-v	menolak	KEEP	Y	1	Finnish
01143040-n	persiapan	KEEP	O	1	Greek
00048475-r	kini	KEEP	O	1	Finnish
07420770-n	kerugian	KEEP	Y	1	Arabic
02236624-v	mengarik	DELETE	O	1	Arabic
07776866-n	seafood	KEEP	X	1	English
07066659-n	gaya	KEEP	O	1	Portuguese
05093581-n	ukuran	KEEP	Y	1	Portuguese
00111609-r	ter⨁	KEEP	None	1	English
03745146-n	kebun binatang	KEEP	O	1	English
01805801-n	burung merak	KEEP	X	1	Japanese
03102654-n	pendingin	KEEP	O	1	English
01192510-v	menikmati	KEEP	O	1	English
01714208-v	lakukan	KEEP	None	1	English
08654360-n	propinsi	KEEP	O	1	Portuguese
07221094-n	kisah	KEEP	Y	2	Finnish, Greek
02077656-v	ambil	KEEP	Y	1	Arabic
00611047-a	klasik	KEEP	Y	1	English
01002740-v	memasukkan	DELETE	O	1	English
02835654-a	sisa	KEEP	O	1	English
03451798-n	grafiti	KEEP	None	1	English
02490877-v	merayakan	KEEP	O	1	Greek
10627899-n	pemurung	KEEP	None	1	English
00873682-v	diberitahukan	KEEP	X	1	Spanish
02055062-a	suci	KEEP	Y	1	Finnish
08621598-n	bahagian	DELETE	None	1	English
00103590-n	peluncuran roket	KEEP	X	1	Finnish
01410606-a	sebagai	KEEP	O	1	Spanish
08563180-n	east	KEEP	None	1	English
01106405-a	lokal	KEEP	O	2	English, Spanish
02718750-v	ternganga	KEEP	O	1	English
